NM_000014.5	A2M
NM_001290300.1	RARB
NM_001290307.2	CTNNA1
NM_001290309.2	CTNNA1
NM_001290310.2	CTNNA1
NM_001290312.1	CTNNA1
NM_001290314.1	ZNF571
NM_001290318.1	ZNF304
NM_001290319.1	ZNF304
NM_001290321.2	DMXL1
NM_001290322.2	DMXL1
NM_001290325.1	USP38
NM_001290326.1	USP38
NM_001290327.1	EFCAB2
NM_001290330.2	LOC100129697
NM_001290331.1	DENND1C
NM_001290332.1	SYT8
NM_001290333.1	SYT8
NM_001290334.1	SYT8
NM_001290341.2	CERS3
NM_001290342.2	CERS3
NM_001290343.1	CERS3
NM_001290354.1	DHFR
NM_001290355.2	NWD1
NM_001290357.1	DHFR
NM_001290360.2	EBF1
NM_001290403.1	TAL1
NM_001290404.1	TAL1
NM_001290405.1	TAL1
NM_001290406.1	TAL1
NM_001290474.1	C2CD2L
NM_001290553.1	ADIPOR1
NM_001290557.1	ADIPOR1
NM_001290629.1	ADIPOR1
NM_001290693.1	BECN2
NM_001290746.1	ATF5
NM_001290768.1	TBCK
NM_001290787.1	ECEL1
NM_001290809.1	DRD3
NM_001290983.1	DLG1
NM_001291006.1	LRRC74B
NM_001291018.1	PDE6D
NM_001291030.1	FAM227A
NM_001291085.1	ADGRA1
NM_001291088.1	WDR87
NM_001291101.1	CACNA2D2
NM_001291106.1	CELF3
NM_001291107.1	CELF3
NM_001291133.1	CTNNA3
NM_001291157.1	EIF4G1
NM_001291163.1	EPHX1
NM_001291183.1	MEPE
NM_001291218.1	ANKRD2
NM_001291219.1	ANKRD2
NM_001291230.1	ESR1
NM_001291241.1	ESR1
NM_001291274.1	HSH2D
NM_001291277.1	TEX13A
NM_001291278.1	SERPINB11
NM_001291279.1	SERPINB11
NM_001291281.2	FOXO6
NM_001291283.1	LYPD8
NM_001291284.1	CYB561D2
NM_001291285.1	FAT4
NM_001291291.1	MISP3
NM_001291296.1	KPTN
NM_001291303.1	FAT4
NM_001291304.1	NDUFA5
NM_001291305.2	NOP16
NM_001291307.2	NOP16
NM_001291308.2	NOP16
NM_001291309.1	PCSK6
NM_001291310.1	PPP2R2D
NM_001291311.1	PLD3
NM_001291314.1	PRH1
NM_001291315.1	PRH1
NM_001291316.1	MILR1
NM_001291317.1	MILR1
NM_001291324.1	BAHCC1
NM_001291328.1	FAM228B
NM_001291332.1	MROH7
NM_001291333.1	TTC4
NM_001291339.1	CSPP1
NM_001291345.1	CDK11B
NM_001291366.1	PERM1
NM_001291367.1	PERM1
NM_001291368.1	ZNF534
NM_001291369.1	ZNF534
NM_001291379.1	AGAP4
NM_001291380.1	PRAMEF13
NM_001291381.1	PRAMEF33P
NM_001291391.1	ERG
NM_001291398.1	WASHC2A
NM_001291411.1	SON
NM_001291412.1	SON
NM_001291415.1	KDM6A
NM_001291416.1	KDM6A
NM_001291417.1	KDM6A
NM_001291418.1	KDM6A
NM_001291419.1	LYPD4
NM_001291420.1	GOLGA6L9
NM_001291421.1	KDM6A
NM_001291424.1	SH2B3
NM_001291428.1	BAX
NM_001291429.1	BAX
NM_001291430.1	BAX
NM_001291431.1	BAX
NM_001291438.1	OR8G2
NM_001291446.1	SALL2
NM_001291447.1	SALL2
NM_001291454.1	ATP2C2
NM_001291459.1	TBC1D3L
NM_001291462.1	TBC1D3G
NM_001291468.1	CCL4L2
NM_001291469.1	CCL4L2
NM_001291470.1	CCL4L2
NM_001291471.1	CCL4L2
NM_001291472.1	CCL4L2
NM_001291473.1	CCL4L2
NM_001291474.1	CCL4L2
NM_001291475.1	CCL4L2
NM_001291476.1	DDX52
NM_001291478.1	AKAP8L
NM_001291484.2	CEACAM5
NM_001291485.1	CEACAM7
NM_001291488.1	ZNF285
NM_001291489.1	ZNF285
NM_001291490.1	ZNF285
NM_001291491.1	ZNF285
NM_001291494.1	ITGA8
NM_001291496.1	ZBTB8A
NM_001291501.1	SMC1B
NM_001291504.1	PPP1R2
NM_001291505.1	PPP1R2
NM_001291510.1	DDX60L
NM_001291527.1	CT45A10
NM_001291528.1	CT45A10
NM_001291529.1	CT45A10
NM_001291530.1	CT45A10
NM_001291535.1	CT45A8
NM_001291540.2	CT45A9
NM_001291549.1	CDKN1A
NM_001291556.1	PCK2
NM_001291571.1	NBR1
NM_001291572.1	NBR1
NM_001291581.1	RABEP1
NM_001291582.1	RABEP1
NM_001291586.1	TMEM106A
NM_001291587.1	TMEM106A
NM_001291588.1	TMEM106A
NM_001291593.1	NPHP4
NM_001291594.1	NPHP4
NM_001291602.1	DYNLT1
NM_001291603.1	DYNLT1
NM_001291604.1	ZNF2
NM_001291605.1	ZNF2
NM_001291622.1	KCNJ16
NM_001291623.1	KCNJ16
NM_001291624.1	KCNJ16
NM_001291625.1	KCNJ16
NM_001291628.1	DICER1
NM_001291633.1	ZNF180
NM_001291641.1	GGA3
NM_001291642.1	GGA3
NM_001291656.1	ARMC9
NM_001291661.1	DNAH12
NM_001291663.1	MKRN1
NM_001291702.1	VNN3
NM_001291703.1	VNN3
NM_001291712.1	ESR2
NM_001291715.1	PRAME
NM_001291716.1	PRAME
NM_001291717.1	PRAME
NM_001291719.1	PRAME
NM_001291721.1	CYFIP2
NM_001291722.1	CYFIP2
NM_001291723.1	ESR2
NM_001291726.1	PGAP3
NM_001291728.1	PGAP3
NM_001291730.1	PGAP3
NM_001291732.1	PGAP3
NM_001291733.1	PGAP3
NM_001291743.1	ZNF419
NM_001291744.1	ZNF419
NM_001291745.1	ZNF419
NM_001291746.1	REL
NM_001291774.1	TNNT1
NM_001291780.1	RBM38
NM_001291784.1	GRIFIN
NM_001291807.2	FAP
NM_001291812.1	FGF5
NM_001291813.1	SLC25A29
NM_001291814.1	SLC25A29
NM_001291815.1	HMCN2
NM_001291821.1	CBWD3
NM_001291822.1	KLRF1
NM_001291823.1	KLRF1
NM_001291824.1	GRAP2
NM_001291825.1	GRAP2
NM_001291826.1	GRAP2
NM_001291828.1	GRAP2
NM_001291829.1	CYP3A5
NM_001291830.1	CYP3A5
NM_001291831.1	SRRM3
NM_001291832.1	ERFE
NM_001291837.1	IKZF1
NM_001291838.1	IKZF1
NM_001291839.1	IKZF1
NM_001291840.1	IKZF1
NM_001291841.1	IKZF1
NM_001291842.1	IKZF1
NM_001291843.1	IKZF1
NM_001291844.1	IKZF1
NM_001291845.1	IKZF1
NM_001291846.1	IKZF1
NM_001291847.1	IKZF1
NM_001291858.1	IGF1R
NM_001291860.1	HSPG2
NM_001291861.2	IGF2
NM_001291862.2	IGF2
NM_001291866.1	GALNT2
NM_001291867.1	NHS
NM_001291868.1	NHS
NM_001291869.2	IGF2BP2
NM_001291872.2	IGF2BP2
NM_001291873.2	IGF2BP2
NM_001291874.2	IGF2BP2
NM_001291875.2	IGF2BP2
NM_001291876.1	TACC2
NM_001291877.1	TACC2
NM_001291878.1	TACC2
NM_001291879.1	TACC2
NM_001291880.1	WNT2B
NM_001291896.1	RAP1A
NM_001291897.1	INS
NM_001291901.1	SYT1
NM_001291902.1	LRP5
NM_001291904.2	LOC79999
NM_001291905.2	LOC388436
NM_001291911.1	MC2R
NM_001291913.2	LOC389602
NM_001291918.1	TADA2A
NM_001291920.1	RXRA
NM_001291921.1	RXRA
NM_001291926.1	NOX4
NM_001291927.1	NOX4
NM_001291929.1	NOX4
NM_001291931.1	TSNARE1
NM_001291932.1	SEC14L2
NM_001291937.1	NTRK2
NM_001291939.1	MTR
NM_001291940.1	MTR
NM_001291941.1	C3orf14
NM_001291942.1	C3orf14
NM_001291943.1	C3orf14
NM_001291949.1	ADPRH
NM_001291950.1	ADPRH
NM_001291951.1	GUCY1B3
NM_001291952.1	GUCY1B3
NM_001291953.1	GUCY1B3
NM_001291954.1	GUCY1B3
NM_001291955.1	GUCY1B3
NM_001291956.1	CDH18
NM_001291957.1	CDH18
NM_001291958.1	MAP3K4
NM_001291959.1	ING2
NM_001291960.1	ENTPD3
NM_001291961.1	ENTPD3
NM_001291962.1	NAT1
NM_001291963.1	DAP
NM_001291964.1	AFDN
NM_001291965.1	WASF3
NM_001291967.1	CA1
NM_001291968.1	CA1
NM_001291969.1	POLH
NM_001291970.1	POLH
NM_001291974.1	ETF1
NM_001291975.1	ETF1
NM_001291976.1	SPARCL1
NM_001291977.1	SPARCL1
NM_001291978.1	NOP14
NM_001291979.1	NOP14
NM_001291980.1	FGFR4
NM_001291981.1	PTPRK
NM_001291982.1	PTPRK
NM_001291983.1	PTPRK
NM_001291984.1	PTPRK
NM_001291985.1	GABRP
NM_001291986.1	BRD2
NM_001291988.1	CPN2
NM_001291989.1	RXRB
NM_001291990.1	KIAA1324L
NM_001291991.1	KIAA1324L
NM_001291992.1	SPATA19
NM_001291993.1	RUFY3
NM_001291994.1	RUFY3
NM_001291995.1	SGK1
NM_001291997.1	WWOX
NM_001291999.1	NCK1
NM_001292000.1	GLRA1
NM_001292001.1	SRF
NM_001292002.1	ZNF330
NM_001292003.1	KLHL8
NM_001292004.1	HEXB
NM_001292006.1	KLHL8
NM_001292007.1	KLHL8
NM_001292008.1	SSR1
NM_001292009.1	EYS
NM_001292016.1	TNIP2
NM_001292017.1	ENOPH1
NM_001292018.1	CYTH1
NM_001292019.1	CYTH1
NM_001292022.1	TAP1
NM_001292023.1	LOC100129940
NM_001292024.1	LOC100129940
NM_001292025.1	CUEDC1
NM_001292026.2	TPD52L1
NM_001292027.1	HSD17B4
NM_001292028.1	HSD17B4
NM_001292030.1	TTC39C
NM_001292032.1	ZNF76
NM_001292033.1	CFAP97
NM_001292034.2	TAB2
NM_001292035.2	TAB2
NM_001292037.1	ACPP
NM_001292038.1	MAN2B2
NM_001292039.1	MAPK4
NM_001292040.1	MAPK4
NM_001292041.1	HCLS1
NM_001292043.1	SETD5
NM_001292045.1	NMU
NM_001292046.1	NMU
NM_001292048.1	RAB5A
NM_001292049.1	STAC
NM_001292054.1	TBC1D19
NM_001292063.1	OTOG
NM_001293.2	CLNS1A
NM_001293069.1	CHN2
NM_001293070.1	CHN2
NM_001293071.1	CHN2
NM_001293072.1	CHN2
NM_001293073.1	CHN2
NM_001293075.1	CHN2
NM_001293076.1	CHN2
NM_001293077.1	CHN2
NM_001293078.1	CHN2
NM_001293079.1	CHN2
NM_001293080.1	CHN2
NM_001293081.1	CHN2
NM_001293083.1	FER1L5
NM_001293085.1	BPGM
NM_001293089.1	CDC27
NM_001293091.1	CDC27
NM_001293092.1	GNA12
NM_001293104.1	GUSB
NM_001293105.1	GUSB
NM_001293167.1	PANO1
NM_001293170.1	CAMK2B
NM_001293171.2	HOTS
NM_001293172.1	LOC102724957
NM_001293178.1	PRSS23
NM_001293179.1	PRSS23
NM_001293180.1	PRSS23
NM_001293186.1	METTL5
NM_001293187.1	METTL5
NM_001293189.1	OBP2A
NM_001293190.1	MUTYH
NM_001293191.1	MUTYH
NM_001293192.1	MUTYH
NM_001293193.1	OBP2A
NM_001293195.1	MUTYH
NM_001293196.1	MUTYH
NM_001293197.1	STUB1
NM_001293204.1	MVP
NM_001293205.1	MVP
NM_001293212.1	TUBB
NM_001293213.1	TUBB
NM_001293214.1	TUBB
NM_001293215.1	TUBB
NM_001293216.1	TUBB
NM_001293225.1	PLA1A
NM_001293228.1	MYCN
NM_001293231.1	MYCN
NM_001293233.1	MYCN
NM_001293234.1	MED15
NM_001293235.1	MED15
NM_001293236.1	MED15
NM_001293237.1	MED15
NM_001293273.1	MCCC1
NM_001293274.1	CACHD1
NM_001293285.1	SPATS2
NM_001293286.1	SPATS2
NM_001293289.1	SPRY4
NM_001293290.1	SPRY4
NM_001293291.1	MYEOV
NM_001293294.1	MYEOV
NM_001293296.1	MYEOV
NM_001293298.1	CEMIP
NM_001293304.1	CEMIP
NM_001293306.2	SCN10A
NM_001293307.2	SCN10A
NM_001293312.1	DARS
NM_001293320.1	C8orf59
NM_001293557.1	NOD2
NM_001293562.1	AZIN2
NM_001293626.1	MGAM2
NM_001293627.1	PAPOLA
NM_001293628.1	PAPOLA
NM_001293632.1	PAPOLA
NM_001293634.1	DEAF1
NM_001293640.1	WASHC4
NM_001293642.1	CA12
NM_001293643.1	PGF
NM_001293675.1	CA2
NM_001293695.1	SEPT9
NM_001293696.1	SEPT9
NM_001293697.1	SEPT9
NM_001293698.1	SEPT9
NM_001293725.1	TAF4B
NM_001293735.1	LYRM7
NM_001293739.1	ECSCR
NM_001293798.2	DUX4
NM_001293807.1	GSTT1
NM_001293808.1	GSTT1
NM_001293809.1	GSTT1
NM_001293810.1	GSTT1
NM_001293811.1	GSTT1
NM_001293812.1	GSTT1
NM_001293813.1	GSTT1
NM_001293814.1	GSTT1
NM_001293815.1	ALDH1A3
NM_001294.3	CLPTM1
NM_001294139.1	PRAMEF1
NM_001294145.1	SSB
NM_001294161.1	DOK5
NM_001294255.1	ZNF736
NM_001294282.1	MYBL1
NM_001294306.1	LOC728485
NM_001294314.1	TMEM116
NM_001294328.1	PABPN1L
NM_001294332.1	SDHA
NM_001294333.1	ATP6V0B
NM_001294335.1	ADGRB2
NM_001294336.1	ADGRB2
NM_001294337.1	C5orf38
NM_001294338.1	CLK2
NM_001294339.1	CLK2
NM_001294340.1	ZC3H18
NM_001294341.1	MFSD7
NM_001294342.1	MFSD7
NM_001294343.1	MTMR12
NM_001294344.1	MTMR12
NM_001294345.1	NINJ2
NM_001294346.1	NINJ2
NM_001294347.1	COL8A2
NM_001294348.1	ELAVL4
NM_001295.2	CCR1
NM_001296.4	ACKR2
NM_001297.4	CNGB1
NM_001297417.2	SLC45A2
NM_001297419.1	RAD52
NM_001297420.1	RAD52
NM_001297421.1	RAD52
NM_001297422.1	RAD52
NM_001297423.1	TMEM175
NM_001297424.1	TMEM175
NM_001297425.1	TMEM175
NM_001297426.1	TMEM175
NM_001297427.1	TMEM175
NM_001297428.1	TMEM175
NM_001297429.1	DGKH
NM_001297430.1	MAEA
NM_001297431.1	MAEA
NM_001297432.1	MAEA
NM_001297433.1	MAEA
NM_001297434.1	INPP5B
NM_001297435.1	FAM53A
NM_001297436.1	HAS1
NM_001297437.1	FBXO4
NM_001297438.1	VAMP1
NM_001297439.1	HGFAC
NM_001297440.1	PDE4B
NM_001297441.1	PDE4B
NM_001297442.1	PDE4B
NM_001297548.2	ZNF131
NM_001297549.1	UPF1
NM_001297550.1	APELA
NM_001297551.1	TMEM128
NM_001297552.1	TMEM128
NM_001297553.1	CHD4
NM_001297555.1	MAP2K7
NM_001297556.1	MAP2K7
NM_001297558.1	RPA2
NM_001297559.1	HTRA3
NM_001297560.1	ZNF708
NM_001297561.1	ZNF708
NM_001297562.1	TNFSF4
NM_001297563.1	TCEANC
NM_001297564.1	TCEANC
NM_001297565.1	UQCRH
NM_001297566.1	UQCRH
NM_001297567.1	ZNF124
NM_001297568.1	ZNF124
NM_001297569.1	ZNF124
NM_001297570.1	IL31RA
NM_001297571.1	GNB3
NM_001297572.1	IL31RA
NM_001297573.1	TRERF1
NM_001297575.1	NPHS2
NM_001297576.1	PEA15
NM_001297577.1	PEA15
NM_001297578.1	PEA15
NM_001297588.1	ZNF221
NM_001297589.1	ZNF221
NM_001297590.1	CD3EAP
NM_001297592.1	SEL1L3
NM_001297594.1	SEL1L3
NM_001297595.1	SIN3B
NM_001297597.1	SIN3B
NM_001297598.1	MIER3
NM_001297599.1	MIER3
NM_001297600.1	HSPBP1
NM_001297602.2	CDCA3
NM_001297603.2	CDCA3
NM_001297604.2	CDCA3
NM_001297605.1	TNFRSF14
NM_001297608.1	SPATA18
NM_001297609.1	MAP3K6
NM_001297610.1	ZNF823
NM_001297611.1	TMCC2
NM_001297613.1	TMCC2
NM_001297614.2	SNX14
NM_001297615.1	UGT2B4
NM_001297616.1	UGT2B4
NM_001297617.1	ELOVL7
NM_001297618.1	ELOVL7
NM_001297619.1	ZFP14
NM_001297623.2	ZNF461
NM_001297624.1	ZNF480
NM_001297625.1	ZNF480
NM_001297640.1	C1RL
NM_001297642.1	C1RL
NM_001297643.1	C1RL
NM_001297644.1	CWC27
NM_001297645.1	CWC27
NM_001297646.1	TNNT3
NM_001297647.1	CNKSR1
NM_001297648.1	CNKSR1
NM_001297649.1	CD81
NM_001297650.1	CD163L1
NM_001297651.1	MAST4
NM_001297652.1	DDR1
NM_001297653.1	DDR1
NM_001297654.1	DDR1
NM_001297655.1	KIF2C
NM_001297656.1	KIF2C
NM_001297657.1	KIF2C
NM_001297658.1	TSSC4
NM_001297659.1	TSSC4
NM_001297660.1	TSSC4
NM_001297661.1	TSSC4
NM_001297662.1	TTC39A
NM_001297663.1	TTC39A
NM_001297664.1	TTC39A
NM_001297665.1	TTC39A
NM_001297666.1	TTC39A
NM_001297667.1	TTC39A
NM_001297668.1	ART5
NM_001297669.1	RGL1
NM_001297670.1	RGL1
NM_001297671.1	RGL1
NM_001297672.1	RGL1
NM_001297673.1	RPRD2
NM_001297674.1	RPRD2
NM_001297696.1	CCDC125
NM_001297697.1	CCDC125
NM_001297698.1	NANOG
NM_001297699.1	SERPINB6
NM_001297700.1	SERPINB6
NM_001297701.1	ALKBH6
NM_001297703.1	USHBP1
NM_001297704.1	ADGRL2
NM_001297705.1	ADGRL2
NM_001297706.1	ADGRL2
NM_001297707.1	CAMSAP2
NM_001297708.1	CAMSAP2
NM_001297709.1	MFAP5
NM_001297710.1	MFAP5
NM_001297711.1	MFAP5
NM_001297712.1	MFAP5
NM_001297713.1	OLFML2B
NM_001297714.1	SWAP70
NM_001297715.1	SMN1
NM_001297716.1	SV2C
NM_001297717.1	C1orf43
NM_001297718.1	C1orf43
NM_001297719.1	ARNTL
NM_001297720.1	C1orf43
NM_001297721.1	C1orf43
NM_001297722.1	ARNTL
NM_001297723.1	C1orf43
NM_001297724.1	ARNTL
NM_001297732.1	COX18
NM_001297733.1	COX18
NM_001297734.1	ZNF417
NM_001297735.2	SYNE4
NM_001297736.1	NSL1
NM_001297737.1	NSL1
NM_001297738.1	TBCA
NM_001297739.1	NSL1
NM_001297740.1	TBCA
NM_001297741.1	BTBD10
NM_001297742.1	BTBD10
NM_001297743.1	NLRP11
NM_001297744.1	PAPD4
NM_001297745.1	PAPD4
NM_001297746.1	DESI2
NM_001297748.1	CLEC1A
NM_001297749.1	CLEC1A
NM_001297750.1	CLEC1A
NM_001297751.1	CLEC1A
NM_001297752.1	ZNF283
NM_001297753.1	MAMSTR
NM_001297754.1	GPATCH2
NM_001297755.1	HELQ
NM_001297756.1	HELQ
NM_001297757.1	HELQ
NM_001297758.1	HELQ
NM_001297759.1	HELQ
NM_001297760.1	ETNK2
NM_001297761.1	ETNK2
NM_001297762.1	ETNK2
NM_001297763.1	ZNF546
NM_001297764.1	USH1C
NM_001297765.1	CETN3
NM_001297766.1	KIAA0513
NM_001297767.1	MRPS18C
NM_001297768.1	CETN3
NM_001297769.1	MRPS18C
NM_001297770.1	MRPS18C
NM_001297771.1	UEVLD
NM_001297772.1	ADCY10
NM_001297773.1	PSG1
NM_001297774.1	SYT5
NM_001297775.1	METTL15
NM_001297776.1	RIMKLB
NM_001297777.1	MCTP1
NM_001297778.1	NMNAT1
NM_001297779.1	NMNAT1
NM_001298.2	CNGA3
NM_001299.5	CNN1
NM_001300.5	KLF6
NM_001300721.1	LARGE2
NM_001300722.1	LARGE2
NM_001300727.1	DTX4
NM_001300728.1	ATMIN
NM_001300729.1	COX18
NM_001300730.1	CLEC12A
NM_001300731.1	AMBRA1
NM_001300732.1	TMC7
NM_001300733.1	MRPL9
NM_001300734.1	DDB2
NM_001300735.1	RASGEF1B
NM_001300736.1	RASGEF1B
NM_001300737.1	NKAIN2
NM_001300738.1	NKAIN2
NM_001300739.2	MAGOHB
NM_001300740.1	NKAIN2
NM_001300741.1	NUDT12
NM_001300742.2	BORCS5
NM_001300743.1	C16orf62
NM_001300744.2	SEC31A
NM_001300745.2	SEC31A
NM_001300746.1	TMEM53
NM_001300747.1	TMEM53
NM_001300748.1	TMEM53
NM_001300749.1	HFE
NM_001300750.1	LMBR1L
NM_001300751.1	LMBR1L
NM_001300752.1	TRIM36
NM_001300753.1	ANGEL2
NM_001300754.1	SLC9B2
NM_001300755.1	ANGEL2
NM_001300756.1	SLC9B2
NM_001300757.1	ANGEL2
NM_001300758.1	ANGEL2
NM_001300759.1	TRIM36
NM_001300760.1	C1orf105
NM_001300761.2	TTC29
NM_001300763.1	CYB561A3
NM_001300764.1	TSEN15
NM_001300765.1	LETMD1
NM_001300766.1	TSEN15
NM_001300767.1	PRIMPOL
NM_001300768.1	PRIMPOL
NM_001300769.1	LYPLAL1
NM_001300770.1	LYPLAL1
NM_001300771.1	LYPLAL1
NM_001300772.1	LYPLAL1
NM_001300773.1	SYT7
NM_001300776.1	ZNF140
NM_001300777.1	ZNF140
NM_001300778.1	ZNF140
NM_001300779.1	DERA
NM_001300780.1	SEMA6A
NM_001300781.1	HELT
NM_001300782.1	HELT
NM_001300783.1	PRR16
NM_001300784.1	ERP27
NM_001300785.1	MTTP
NM_001300786.1	BEST1
NM_001300787.1	BEST1
NM_001300788.1	FAM120C
NM_001300789.1	PEX5
NM_001300790.1	HLA-DQB2
NM_001300791.1	KIF3A
NM_001300792.1	KIF3A
NM_001300793.1	EML3
NM_001300794.1	EML3
NM_001300795.1	UBE2D3
NM_001300796.1	RAN
NM_001300797.1	RAN
NM_001300798.1	SEPT8
NM_001300799.1	SEPT8
NM_001300800.1	NAA40
NM_001300801.1	PITPNM2
NM_001300802.1	RPS6KA4
NM_001300803.1	MAJIN
NM_001300804.1	MDFI
NM_001300805.1	MDFI
NM_001300806.1	MDFI
NM_001300807.1	BATF2
NM_001300808.1	BATF2
NM_001300810.1	KRT85
NM_001300812.1	FGF22
NM_001300813.2	SEC24B
NM_001300814.1	KRT78
NM_001300815.1	CIRBP
NM_001300816.2	ZCCHC10
NM_001300817.2	ZCCHC10
NM_001300818.2	ZCCHC10
NM_001300819.2	ZCCHC10
NM_001300820.1	SLC25A45
NM_001300821.2	EIF4B
NM_001300822.2	ZCCHC10
NM_001300823.1	PRDM5
NM_001300824.1	PRDM5
NM_001300826.1	RNF19B
NM_001300828.1	PCDH18
NM_001300829.1	CIRBP
NM_001300830.1	C1orf131
NM_001300831.1	PIFO
NM_001300832.2	FRMD8
NM_001300833.2	FRMD8
NM_001300834.1	C1orf162
NM_001300835.1	C1orf162
NM_001300836.1	PLEKHJ1
NM_001300837.1	SP7
NM_001300838.1	CIART
NM_001300839.1	CIART
NM_001300840.1	CIART
NM_001300841.1	CIART
NM_001300842.2	SLC10A7
NM_001300843.1	ZNF556
NM_001300844.1	FOSL1
NM_001300845.1	SLC35F3
NM_001300846.1	TLE2
NM_001300847.1	SLC29A4
NM_001300848.1	MRPL2
NM_001300849.1	PIP5K1C
NM_001300850.1	RC3H1
NM_001300851.1	RC3H1
NM_001300852.1	RC3H1
NM_001300853.1	CDKL3
NM_001300854.1	DCD
NM_001300855.1	FOSL1
NM_001300856.1	FOSL1
NM_001300857.1	FOSL1
NM_001300858.1	DENND1B
NM_001300859.1	SLFNL1
NM_001300860.1	DDX46
NM_001300861.1	YIF1A
NM_001300862.1	MPND
NM_001300863.1	TEX38
NM_001300864.1	TEX38
NM_001300865.1	RANBP3
NM_001300866.2	FILIP1
NM_001300867.1	MIA3
NM_001300868.1	SLC29A2
NM_001300869.1	SLC29A2
NM_001300881.1	PEX11G
NM_001300883.2	ZNF426
NM_001300884.1	CHIC1
NM_001300885.1	ZNF562
NM_001300886.1	RHOD
NM_001300887.1	AP1M2
NM_001300888.1	PBDC1
NM_001300889.1	TRIM67
NM_001300894.1	C5orf24
NM_001300895.1	CABP4
NM_001300896.1	CABP4
NM_001300897.1	SCLT1
NM_001300898.1	SCLT1
NM_001300899.1	MYO6
NM_001300900.1	MRPS34
NM_001300901.1	TCEAL4
NM_001300902.1	CD55
NM_001300903.1	CD55
NM_001300904.1	CD55
NM_001300905.1	BAZ2A
NM_001300906.1	IBTK
NM_001300907.1	KMT5B
NM_001300908.1	KMT5B
NM_001300909.1	KMT5B
NM_001300910.1	SYDE1
NM_001300911.1	MYOT
NM_001300912.1	ZNF333
NM_001300913.1	C11orf24
NM_001300914.1	DNAJB1
NM_001300915.1	PRKACB
NM_001300916.1	PRKACB
NM_001300917.1	PRKACB
NM_001300918.1	HMGA2
NM_001300919.1	HMGA2
NM_001300921.1	PKD2L2
NM_001300922.1	CIB3
NM_001300923.1	MYEOV
NM_001300924.1	MYEOV
NM_001300925.1	SMIM7
NM_001300926.1	RNF121
NM_001300927.1	PGPEP1
NM_001300928.1	SNX3
NM_001300929.1	SNX3
NM_001300930.1	NAALAD2
NM_001300932.1	FAM221A
NM_001300933.1	NPSR1
NM_001300934.1	NPSR1
NM_001300935.1	NPSR1
NM_001300936.1	SRSF10
NM_001300937.1	SRSF10
NM_001300938.1	WNT8A
NM_001300939.1	WNT8A
NM_001300940.1	C12orf66
NM_001300941.1	C12orf66
NM_001300942.1	EMSY
NM_001300943.1	EMSY
NM_001300944.1	EMSY
NM_001300946.1	GATAD2A
NM_001300947.1	CPSF6
NM_001300948.2	LONP2
NM_001300949.1	ZNF101
NM_001300950.1	YEATS4
NM_001300951.1	ZNF91
NM_001300952.1	SRGAP2
NM_001300953.1	ACER3
NM_001300954.1	ACER3
NM_001300955.1	ACER3
NM_001300956.1	KIAA0895
NM_001300958.1	BSDC1
NM_001300959.1	ZMIZ2
NM_001300960.1	CDK19
NM_001300961.1	BRD8
NM_001300962.1	BRD8
NM_001300963.1	CDK19
NM_001300964.1	CDK19
NM_001300965.1	CSRP2
NM_001300966.1	BRD8
NM_001300967.1	NPC1L1
NM_001300968.1	CCDC181
NM_001300969.1	CCDC181
NM_001300970.1	ZNF566
NM_001300971.1	TBCB
NM_001300972.1	ANKRD42
NM_001300973.1	ANKRD42
NM_001300974.1	ETV2
NM_001300975.1	ANKRD42
NM_001300976.1	ANKRD42
NM_001300977.1	ANKRD42
NM_001300978.1	FAAP24
NM_001300979.1	ZNF567
NM_001300980.1	TMCO6
NM_001300981.1	PPIA
NM_001300982.1	TMCO6
NM_001300983.1	DLG2
NM_001300984.1	OCA2
NM_001300985.1	PTBP2
NM_001300986.1	PTBP2
NM_001300987.1	PTBP2
NM_001300988.1	PTBP2
NM_001300989.1	PTBP2
NM_001300990.1	PTBP2
NM_001300992.1	EIF3K
NM_001300993.2	ZNF570
NM_001300994.2	TPD52L1
NM_001300995.1	NOX4
NM_001301007.1	AMOTL1
NM_001301008.1	GMFG
NM_001301009.1	VSTM2A
NM_001301010.1	ALKBH8
NM_001301011.1	CCDC28B
NM_001301012.1	EYA4
NM_001301013.1	EYA4
NM_001301015.2	ABLIM3
NM_001301017.1	C11orf57
NM_001301018.2	ABLIM3
NM_001301019.1	C11orf57
NM_001301020.1	OAZ1
NM_001301021.1	C11orf57
NM_001301022.1	NUDT4
NM_001301023.1	NUDT4
NM_001301024.1	NUDT4
NM_001301025.1	TJP1
NM_001301026.1	TJP1
NM_001301027.2	ABLIM3
NM_001301028.2	ABLIM3
NM_001301029.1	USP28
NM_001301030.1	GRIK5
NM_001301031.1	SLC24A1
NM_001301032.1	SLC24A1
NM_001301033.1	SLC24A1
NM_001301035.1	ERF
NM_001301036.1	TMCC3
NM_001301037.1	PLAUR
NM_001301038.1	BCLAF1
NM_001301039.1	C1orf54
NM_001301040.1	C1orf54
NM_001301041.1	C1orf54
NM_001301042.1	C1orf54
NM_001301043.1	CADM1
NM_001301044.1	CADM1
NM_001301045.1	CADM1
NM_001301046.1	DACT3
NM_001301047.2	MTRF1L
NM_001301054.1	PCYOX1L
NM_001301056.1	VASH2
NM_001301057.1	PCYOX1L
NM_001301058.1	ABHD11
NM_001301059.1	MEIS3
NM_001301060.1	MORN1
NM_001301061.1	BCL7B
NM_001301063.1	NDST1
NM_001301064.1	RRN3
